iter	Passed	Remaining
260	465	1317
261	466	1313
262	467	1309
263	468	1305
264	469	1301
265	470	1298
266	471	1293
267	472	1289
268	472	1285
269	473	1281
270	474	1277
271	475	1273
272	476	1268
273	477	1264
274	478	1260
275	479	1256
276	479	1252
277	480	1248
278	481	1244
279	482	1241
280	483	1237
281	484	1233
282	485	1229
283	486	1226
284	487	1222
285	487	1218
286	488	1214
287	489	1210
288	490	1206
289	491	1202
290	492	1198
291	492	1195
292	493	1191
293	494	1188
294	495	1185
295	496	1181
296	497	1177
297	498	1174
298	499	1171
299	500	1167
300	501	1163
301	501	1160
302	502	1156
303	503	1153
304	504	1149
305	505	1146
306	506	1142
307	506	1139
308	507	1135
309	510	1136
310	511	1133
311	512	1129
312	513	1126
313	514	1123
314	514	1119
315	515	1116
316	516	1113
317	517	1109
318	518	1106
319	519	1103
320	520	1100
321	520	1096
322	521	1093
323	522	1090
324	524	1089
325	525	1086
326	526	1083
327	527	1080
328	528	1077
329	529	1074
330	530	1071
331	531	1068
332	531	1065
333	532	1062
334	533	1059
335	534	1056
336	535	1053
337	536	1050
338	537	1048
339	538	1045
340	539	1042
341	540	1039
342	541	1036
343	542	1033
344	542	1030
345	543	1027
346	544	1024
347	545	1022
348	546	1019
349	547	1016
350	547	1013
351	548	1010
352	550	1008
353	551	1006
354	552	1003
355	553	1000
356	554	997
357	554	995
358	555	992
359	556	989
360	557	986
361	558	984
362	559	981
363	560	979
364	561	976
365	562	973
366	562	971
367	564	970
368	565	967
369	566	965
370	567	962
371	568	959
372	569	957
373	570	955
374	571	952
375	572	949
376	573	947
377	574	944
378	574	941
379	575	939
380	576	936
381	577	934
382	579	933
383	580	931
384	581	928
385	582	926
386	583	923
387	584	921
388	585	919
389	586	916
390	586	914
391	587	911
392	588	909
393	589	906
394	590	904
395	591	902
396	592	900
397	593	898
398	594	895
399	595	893
400	596	891
401	597	888
402	598	886
403	599	883
404	600	881
405	600	879
406	601	876
407	602	874
408	603	871
409	604	869
410	605	867
411	606	865
412	607	863
413	608	861
414	609	858
415	610	856
416	611	854
417	612	852
418	612	849
419	613	847
420	614	845
421	615	843
422	616	841
423	617	838
424	618	837
425	619	835
426	620	833
427	621	830
428	622	828
429	623	826
430	624	824
431	625	821
432	625	819
433	626	817
434	627	815
435	628	813
436	629	810
437	630	808
438	631	806
439	632	805
440	633	803
441	634	801
442	635	799
443	636	797
444	637	794
445	638	792
446	639	790
447	639	788
448	640	786
449	641	784
450	642	782
451	643	779
452	644	777
453	645	775
454	646	774
455	647	772
456	648	770
457	648	767
458	649	765
459	650	763
460	651	761
461	652	759
462	652	757
463	653	755
464	654	753
465	655	751
466	656	749
467	657	746
468	657	744
469	658	742
470	659	741
471	660	739
472	661	737
473	662	735
474	663	733
475	664	731
476	664	729
477	665	727
478	666	725
479	667	723
480	668	720
481	668	718
482	669	717
483	670	715
484	671	713
485	672	711
486	673	709
487	674	707
488	675	705
489	676	703
490	676	701
491	677	699
492	678	697
493	679	695
494	680	693
495	681	692
496	681	690
497	682	688
498	683	686
499	684	684
500	684	682
501	685	680
502	686	678
503	687	676
504	688	675
505	689	673
506	690	671
507	691	669
508	692	667
509	692	665
510	693	663
511	694	661
512	695	660
513	696	658
514	696	656
515	697	654
516	698	652
517	699	650
518	700	649
519	701	647
520	702	645
521	703	643
522	704	642
523	704	640
524	705	638
525	706	636
526	707	634
527	708	633
528	709	631
529	709	629
530	710	627
531	711	625
532	712	624
533	713	622
534	714	621
535	715	619
536	716	618
537	717	616
538	718	614
539	719	612
540	720	611
541	721	609
542	721	607
543	722	605
544	723	604
545	724	602
546	725	600
547	725	598
548	727	597
549	728	595
550	729	594
551	730	592
552	731	590
553	731	589
554	732	587
555	733	585
556	734	584
557	735	582
558	736	580
559	736	578
560	737	577
561	738	575
562	739	573
563	740	572
564	741	570
565	742	569
566	743	567
567	744	565
568	744	564
569	745	562
570	746	560
571	747	559
572	748	557
573	749	555
574	750	554
575	750	552
576	751	551
577	752	549
578	753	547
579	754	546
580	755	545
581	756	543
582	757	541
583	758	540
584	759	538
585	760	537
586	760	535
587	761	533
588	762	532
589	763	530
590	764	528
591	765	527
592	765	525
593	766	524
594	767	522
595	769	521
596	770	519
597	771	518
598	771	516
599	772	515
600	773	513
601	774	511
602	775	510
603	776	508
604	776	507
605	777	505
606	778	503
607	779	502
608	780	500
609	781	499
610	782	498
611	783	496
612	783	494
613	784	493
614	785	491
615	786	490
616	787	488
617	787	487
618	788	485
619	823	504
620	825	503
621	826	502
622	827	500
623	828	499
624	829	497
625	830	496
626	831	494
627	832	493
628	836	493
629	838	492
630	839	491
631	840	489
632	841	488
633	843	486
634	844	485
635	845	483
636	845	482
637	847	480
638	848	479
639	849	477
640	850	476
641	852	475
642	853	473
643	853	472
644	854	470
645	855	468
646	856	467
647	857	465
648	858	464
649	859	462
650	860	461
651	862	460
652	863	459
653	864	457
654	866	456
655	867	455
656	869	453
657	870	452
658	872	451
659	873	450
660	875	449
661	877	447
662	879	446
663	880	445
664	882	444
665	883	443
666	885	441
667	887	441
668	889	440
669	890	438
670	892	437
671	893	436
672	895	434
673	896	433
674	898	432
675	902	432
676	905	431
677	906	430
678	908	429
679	909	428
680	910	426
681	912	425
682	914	424
683	916	423
684	917	421
685	918	420
686	919	418
687	920	417
688	921	416
689	923	414
690	924	413
691	925	411
692	927	410
693	928	409
694	931	408
695	932	407
696	933	406
697	935	404
698	936	403
699	937	401
700	939	400
701	941	399
702	943	398
703	945	397
704	946	396
705	948	394
706	949	393
707	951	392
708	953	391
709	954	389
710	956	388
711	957	387
712	959	386
713	960	384
714	962	383
715	964	382
716	966	381
717	967	379
718	969	378
719	970	377
720	972	376
721	974	375
722	976	374
723	979	373
724	981	372
725	982	370
726	983	369
727	985	368
728	986	366
729	987	365
730	989	363
731	991	362
732	992	361
733	993	360
734	994	358
735	996	357
736	997	356
737	999	354
738	1000	353
739	1001	351
740	1005	351
741	1006	349
742	1007	348
743	1009	347
744	1011	346
745	1012	344
746	1014	343
747	1015	342
748	1016	340
749	1018	339
750	1019	337
751	1020	336
752	1021	335
753	1022	333
754	1024	332
755	1025	330
756	1026	329
757	1026	327
758	1027	326
759	1028	324
760	1030	323
761	1031	322
762	1032	320
763	1033	319
764	1034	317
765	1035	316
766	1036	314
767	1037	313
768	1038	312
769	1039	310
770	1040	309
771	1041	307
772	1042	306
773	1044	304
774	1045	303
775	1046	302
776	1047	300
777	1048	299
778	1049	297
779	1049	296
780	1050	294
781	1051	293
782	1052	291
783	1053	290
784	1054	288
785	1055	287
786	1056	285
787	1057	284
788	1058	283
789	1059	281
790	1060	280
791	1061	278
792	1062	277
793	1063	275
794	1064	274
795	1064	272
796	1065	271
797	1066	270
798	1067	268
799	1068	267
800	1069	265
801	1070	264
802	1071	262
803	1072	261
804	1073	260
805	1074	258
806	1074	257
807	1075	255
808	1076	254
809	1077	252
810	1078	251
811	1079	249
812	1080	248
813	1081	247
814	1081	245
815	1082	244
816	1083	242
817	1084	241
818	1085	240
819	1086	238
820	1087	237
821	1088	235
822	1089	234
823	1090	232
824	1091	231
825	1092	230
826	1092	228
827	1093	227
828	1094	225
829	1095	224
830	1096	222
831	1097	221
832	1099	220
833	1100	218
834	1101	217
835	1102	216
836	1103	214
837	1104	213
838	1105	212
839	1106	210
840	1107	209
841	1108	207
842	1109	206
843	1109	205
844	1110	203
845	1112	202
846	1113	201
847	1114	199
848	1115	198
849	1116	197
850	1117	195
851	1118	194
852	1119	192
853	1120	191
854	1121	190
855	1122	188
856	1122	187
857	1123	185
858	1124	184
859	1126	183
860	1127	181
861	1128	180
862	1128	179
863	1129	177
864	1130	176
865	1131	175
866	1132	173
867	1133	172
868	1134	170
869	1134	169
870	1135	168
871	1136	166
872	1137	165
873	1139	164
874	1140	162
875	1141	161
876	1141	160
877	1142	158
878	1143	157
879	1144	156
880	1145	154
881	1146	153
882	1147	151
883	1147	150
884	1148	149
885	1149	147
886	1150	146
887	1151	145
888	1152	143
889	1153	142
890	1154	141
891	1155	139
892	1156	138
893	1157	137
894	1158	135
895	1159	134
896	1160	133
897	1160	131
898	1161	130
899	1162	129
900	1163	127
901	1164	126
902	1165	125
903	1167	123
904	1168	122
905	1169	121
906	1169	119
907	1170	118
908	1171	117
909	1172	115
910	1173	114
911	1174	113
912	1175	111
913	1175	110
914	1176	109
915	1177	108
916	1178	106
917	1179	105
918	1180	104
919	1181	102
920	1182	101
921	1183	100
922	1184	98
923	1185	97
924	1185	96
925	1186	94
926	1187	93
927	1188	92
928	1189	90
929	1190	89
930	1190	88
931	1191	86
932	1193	85
933	1194	84
934	1194	83
935	1195	81
936	1196	80
937	1197	79
938	1198	77
939	1199	76
940	1199	75
941	1200	73
942	1201	72
943	1202	71
944	1203	70
945	1204	68
946	1204	67
947	1206	66
948	1207	64
949	1208	63
950	1209	62
951	1210	61
952	1211	59
953	1211	58
954	1212	57
955	1213	55
956	1214	54
957	1215	53
958	1216	51
959	1216	50
960	1217	49
961	1218	48
962	1220	46
963	1221	45
964	1221	44
965	1222	43
966	1223	41
967	1224	40
968	1225	39
969	1226	37
970	1227	36
971	1227	35
972	1228	34
973	1229	32
974	1230	31
975	1231	30
976	1232	29
977	1233	27
978	1234	26
979	1235	25
980	1236	23
981	1237	22
982	1238	21
983	1238	20
984	1239	18
985	1240	17
986	1241	16
987	1242	15
988	1243	13
989	1244	12
990	1244	11
991	1245	10
992	1247	8
993	1247	7
994	1248	6
995	1249	5
996	1250	3
997	1251	2
998	1252	1
999	1252	0
